"symbol","uniprot","ensembl","entrez","name","score","nsirna"
"CLDN17","P56750","ENSG00000156282",26285,"Claudin-17",-0.172315198481256,3
"CLDN18","P56856","ENSG00000066405",51208,"Claudin-18",0.398918393057222,3
"CLDN19","Q8N6F1","ENSG00000164007",149461,"Claudin-19",-0.847493335483571,3
"CLDN2","P57739","ENSG00000165376",9075,"Claudin-2",-0.845363890081546,3
"CLDN20","P56880","ENSG00000171217",49861,"Claudin-20",-0.226425471871296,2
"CLDN23","Q96B33","ENSG00000285098",137075,"Claudin-23",0.0951381271208627,3
"CLDN3","O15551","ENSG00000165215",1365,"Claudin-3",1.16600964022855,2
"CLDN4","O14493","ENSG00000189143",1364,"Claudin-4",1.1994312285196,3
"CLDN5","O00501","ENSG00000184113",7122,"Claudin-5",-0.033899649753985,3
"CLDN6","P56747","ENSG00000184697",9074,"Claudin-6",-0.712671814856473,3
"CLDN7","O95471","ENSG00000288292",1366,"Claudin-7",0.182425701820405,3
"CLDN8","P56748","ENSG00000156284",9073,"Claudin-8",-0.061423136933504,3
"CLDN9","O95484","ENSG00000213937",9080,"Claudin-9",0.175103673698675,3
"CLEC11A","Q9Y240","ENSG00000105472",6320,"C-type lectin domain family 11 member A",-0.285130612778641,2
"CLEC4C","Q8WTT0","ENSG00000198178",170482,"C-type lectin domain family 4 member C",0.376599510003817,3
"CLEC4F","Q8N1N0","ENSG00000152672",165530,"C-type lectin domain family 4 member F",-0.283358481021556,3
"CLEC5A","Q9NY25","ENSG00000258227",23601,"C-type lectin domain family 5 member A",0.125018365673834,2
"CLGN","O14967","ENSG00000153132",1047,"Calmegin",0.0205009841275661,3
"CLIC1","O00299","ENSG00000226651",1192,"Chloride intracellular channel protein 1",0.155940196509948,3
"CLIC2","O15247","ENSG00000155962",1193,"Chloride intracellular channel protein 2",0.0148410918768877,3
"CLIC3","O95833","ENSG00000169583",9022,"Chloride intracellular channel protein 3",0.628985856774546,3
"CLIC4","Q9Y696","ENSG00000169504",25932,"Chloride intracellular channel protein 4",-0.356778635705545,3
"CLIC5","Q9NZA1","ENSG00000112782",53405,"Chloride intracellular channel protein 5",-0.0999309836892471,3
"CLIC6","Q96NY7","ENSG00000159212",54102,"Chloride intracellular channel protein 6",-0.0241608033872263,3
"CLINT1","Q14677","ENSG00000113282",9685,"Clathrin interactor 1",-0.330136418597078,3
"CLIP1","P30622","ENSG00000130779",6249,"CAP-Gly domain-containing linker protein 1",0.497064349502243,2
"CLK1","P49759","ENSG00000013441",1195,"Dual specificity protein kinase CLK1",0.941987565773555,3
"CLK2","P49760","ENSG00000261893",1196,"Dual specificity protein kinase CLK2",-0.0614176892104524,3
"CLK3","P49761","ENSG00000179335",1198,"Dual specificity protein kinase CLK3",0.187880661512726,3
"CLK4","Q9HAZ1","ENSG00000113240",57396,"Dual specificity protein kinase CLK4",-0.697462312923771,3
"CLN3","Q13286","ENSG00000188603",1201,"Battenin",-0.0524563532510085,2
"CLNS1A","P54105","ENSG00000074201",1207,"Methylosome subunit pICln",0.291938779878325,3
"CLP1","Q92989","ENSG00000172409",10978,"Polyribonucleotide 5'-hydroxyl-kinase Clp1",-0.0449338915599855,2
"CLPB","Q9H078","ENSG00000162129",81570,"Caseinolytic peptidase B protein homolog",0.24020411521983,3
"CLPP","Q16740","ENSG00000125656",8192,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",0.164347814539383,3
"CLPS","P04118","ENSG00000137392",1208,"Colipase",-0.390869012593615,2
"CLPX","O76031","ENSG00000166855",10845,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",0.18122500994328,3
"CLRN2","A0PK11","ENSG00000249581",645104,"Clarin-2",-0.416737011455831,3
"CLSTN3","Q9BQT9","ENSG00000288427",9746,"Calsyntenin-3",0.211135123628826,2
"CLTA","P09496","ENSG00000122705",1211,"Clathrin light chain A",0.394172263853208,3
"CLTB","P09497","ENSG00000175416",1212,"Clathrin light chain B",0.207961846760444,1
"CLTC","Q00610","ENSG00000141367",1213,"Clathrin heavy chain 1",-0.24631338263357,3
"CMA1","P23946","ENSG00000092009",1215,"Chymase",0.130234266992321,3
"CMAS","Q8NFW8","ENSG00000111726",55907,"N-acylneuraminate cytidylyltransferase",0.147901806739585,3
"CMKLR1","Q99788","ENSG00000174600",1240,"Chemokine-like receptor 1",-0.272543130569227,3
"CMPK1","P30085","ENSG00000162368",51727,"UMP-CMP kinase",0.665649648927177,3
"CMYA5","Q8N3K9","ENSG00000164309",202333,"Cardiomyopathy-associated protein 5",0.313641517387668,2
"CNBP","P62633","ENSG00000169714",7555,"Cellular nucleic acid-binding protein",1.10300631219737,1
"CNDP1","Q96KN2","ENSG00000150656",84735,"Beta-Ala-His dipeptidase",0.233801274498444,3
"CNDP2","Q96KP4","ENSG00000133313",55748,"Cytosolic non-specific dipeptidase",-0.312826483184751,2
"CNGA1","P29973","ENSG00000198515",1259,"cGMP-gated cation channel alpha-1",0.478496235555424,2
"CNGA2","Q16280","ENSG00000183862",1260,"Cyclic nucleotide-gated olfactory channel",0.0766288232220462,2
"CNGA3","Q16281","ENSG00000144191",1261,"Cyclic nucleotide-gated cation channel alpha-3",-0.643938222564485,3
"CNGA4","Q8IV77","ENSG00000132259",1262,"Cyclic nucleotide-gated cation channel alpha-4",-0.445535965688603,3
"CNGB1","Q14028","ENSG00000070729",1258,"Cyclic nucleotide-gated cation channel beta-1",-0.0885433675933412,3
"CNGB3","Q9NQW8","ENSG00000170289",54714,"Cyclic nucleotide-gated cation channel beta-3",0.830467328001779,2
"CNKSR1","Q969H4","ENSG00000142675",10256,"Connector enhancer of kinase suppressor of ras 1",1.32128063546884,3
"CNKSR3","Q6P9H4","ENSG00000153721",154043,"Connector enhancer of kinase suppressor of ras 3",-0.70293965483608,3
"CNOT3","O75175","ENSG00000276082",4849,"CCR4-NOT transcription complex subunit 3",-0.564479362471609,3
"CNOT4","O95628","ENSG00000080802",4850,"CCR4-NOT transcription complex subunit 4",0.104919765816436,2
"CNOT6","Q9ULM6","ENSG00000113300",57472,"CCR4-NOT transcription complex subunit 6",-0.0390778612315263,3
"CNOT7","Q9UIV1","ENSG00000198791",29883,"CCR4-NOT transcription complex subunit 7",0.206039232150053,3
"CNOT8","Q9UFF9","ENSG00000155508",9337,"CCR4-NOT transcription complex subunit 8",0.150561338742595,3
"CNP","P09543","ENSG00000173786",1267,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",0.733686773931259,3
"CNR1","P21554","ENSG00000118432",1268,"Cannabinoid receptor 1",-0.22330034467715,2
"CNR2","P34972","ENSG00000188822",1269,"Cannabinoid receptor 2",1.65023434559291,3
"CNTFR","P26992","ENSG00000122756",1271,"Ciliary neurotrophic factor receptor subunit alpha",-0.16005536754064,3
"CNTN1","Q12860","ENSG00000018236",1272,"Contactin-1",-0.177529534764536,2
"CNTN2","Q02246","ENSG00000184144",6900,"Contactin-2",0.662037964840799,2
"CNTN3","Q9P232","ENSG00000113805",5067,"Contactin-3",-0.61814544631328,2
"CNTN4","Q8IWV2","ENSG00000144619",152330,"Contactin-4",0.013747254067631,2
"CNTN5","O94779","ENSG00000149972",53942,"Contactin-5",-0.285991091558392,2
"CNTN6","Q9UQ52","ENSG00000134115",27255,"Contactin-6",-0.00801104865550201,2
"CNTNAP1","P78357","ENSG00000108797",8506,"Contactin-associated protein 1",0.305715318659899,3
"CNTNAP2","Q9UHC6","ENSG00000278728",26047,"Contactin-associated protein-like 2",-0.743039927967095,3
"CNTNAP4","Q9C0A0","ENSG00000152910",85445,"Contactin-associated protein-like 4",0.07196793359388,2
"COASY","Q13057","ENSG00000068120",80347,"Bifunctional coenzyme A synthase",-0.0966414463363393,3
"COCH","O43405","ENSG00000100473",1690,"Cochlin",0.276652284095781,2
"COG2","Q14746","ENSG00000135775",22796,"Conserved oligomeric Golgi complex subunit 2",-0.091028734673853,2
"COG4","Q9H9E3","ENSG00000103051",25839,"Conserved oligomeric Golgi complex subunit 4",0.550602108949785,2
"COG5","Q9UP83","ENSG00000164597",10466,"Conserved oligomeric Golgi complex subunit 5",0.0785224713970295,2
"COG8","Q96MW5","ENSG00000213380",84342,"Conserved oligomeric Golgi complex subunit 8",1.31977628053677,2
"COL10A1","Q03692","ENSG00000123500",1300,"Collagen alpha-1(X) chain",-0.15162328141771,3
"COL12A1","Q99715","ENSG00000111799",1303,"Collagen alpha-1(XII) chain",-0.672816138502523,3
"COL14A1","Q05707","ENSG00000187955",7373,"Collagen alpha-1(XIV) chain",-0.274548555971456,3
"COL15A1","P39059","ENSG00000204291",1306,"Collagen alpha-1(XV) chain",0.668157879009536,3
"COL16A1","Q07092","ENSG00000084636",1307,"Collagen alpha-1(XVI) chain",0.00594022885543966,2
"COL17A1","Q9UMD9","ENSG00000065618",1308,"Collagen alpha-1(XVII) chain",-0.342247111596241,3
"COL18A1","P39060","ENSG00000182871",80781,"Collagen alpha-1(XVIII) chain",-0.262509960298021,3
"COL20A1","Q9P218","ENSG00000101203",57642,"Collagen alpha-1(XX) chain",0.186616940261054,2
"COL21A1","Q96P44","ENSG00000124749",81578,"Collagen alpha-1(XXI) chain",-0.0323230421278544,2
"COL22A1","Q8NFW1","ENSG00000169436",169044,"Collagen alpha-1(XXII) chain",-0.0797252243943826,3
"CERT1","Q9Y5P4","ENSG00000113163",10087,"Ceramide transfer protein",0.158059970662101,2
"COL4A6","Q14031","ENSG00000197565",1288,"Collagen alpha-6(IV) chain",-0.00953277995448558,3
"COL5A1","P20908","ENSG00000130635",1289,"Collagen alpha-1(V) chain",0.493723043183544,3
"COL6A1","P12109","ENSG00000142156",1291,"Collagen alpha-1(VI) chain",-0.229600983368051,3
"COL6A2","P12110","ENSG00000142173",1292,"Collagen alpha-2(VI) chain",0.299619450936785,3
"COL6A3","P12111","ENSG00000163359",1293,"Collagen alpha-3(VI) chain",-0.270263000732871,3
"COL7A1","Q02388","ENSG00000114270",1294,"Collagen alpha-1(VII) chain",-0.0766787079355017,3
"COL8A1","P27658","ENSG00000144810",1295,"Collagen alpha-1(VIII) chain",-0.0344073934047815,2
"COL9A2","Q14055","ENSG00000049089",1298,"Collagen alpha-2(IX) chain",0.269671506280011,2
"COL9A3","Q14050","ENSG00000092758",1299,"Collagen alpha-3(IX) chain",-0.0350425026534803,3
"COMP","P49747","ENSG00000105664",1311,"Cartilage oligomeric matrix protein",-0.000324597961171499,2
"COMT","P21964","ENSG00000093010",1312,"Catechol O-methyltransferase",-0.37779682628311,2
"COMTD1","Q86VU5","ENSG00000165644",118881,"Catechol O-methyltransferase domain-containing protein 1",-0.664738521528811,2
"COPB1","P53618","ENSG00000129083",1315,"Coatomer subunit beta",0.137724115572762,3
"COPS3","Q9UNS2","ENSG00000141030",8533,"COP9 signalosome complex subunit 3",0.799099211771561,2
"COPS5","Q92905","ENSG00000121022",10987,"COP9 signalosome complex subunit 5",-0.11756568385239,2
"COQ2","Q96H96","ENSG00000173085",27235,"4-hydroxybenzoate polyprenyltransferase, mitochondrial",0.330986007081886,2
"COQ3","Q9NZJ6","ENSG00000132423",51805,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",0.47548225092703,2
"COQ5","Q5HYK3","ENSG00000110871",84274,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",-0.275395792778908,3
"COQ6","Q9Y2Z9","ENSG00000119723",51004,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",0.437678742848549,3
"COQ9","O75208","ENSG00000088682",57017,"Ubiquinone biosynthesis protein COQ9, mitochondrial",-0.445063603830989,2
"CORIN","Q9Y5Q5","ENSG00000145244",10699,"Atrial natriuretic peptide-converting enzyme",0.703663399657153,3
"CORO1A","P31146","ENSG00000102879",11151,"Coronin-1A",-0.630941686561058,2
"CORO2A","Q92828","ENSG00000106789",7464,"Coronin-2A",-0.242858981204467,2
"COX10","Q12887","ENSG00000006695",1352,"Protoheme IX farnesyltransferase, mitochondrial",0.232116510729897,3
"COX11","Q9Y6N1","ENSG00000166260",1353,"Cytochrome c oxidase assembly protein COX11, mitochondrial",-0.162221772396151,3
"COX17","Q14061","ENSG00000138495",10063,"Cytochrome c oxidase copper chaperone",0.596678228143382,2
"COX4I1","P13073","ENSG00000131143",1327,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",0.119414897387954,3
"COX4I2","Q96KJ9","ENSG00000131055",84701,"Cytochrome c oxidase subunit 4 isoform 2, mitochondrial",-0.205032308013732,3
"COX5A","P20674","ENSG00000178741",9377,"Cytochrome c oxidase subunit 5A, mitochondrial",0.315922783744932,2
"COX5B","P10606","ENSG00000135940",1329,"Cytochrome c oxidase subunit 5B, mitochondrial",-0.144496344998188,3
"COX6A1","P12074","ENSG00000111775",1337,"Cytochrome c oxidase subunit 6A1, mitochondrial",0.543662575851929,1
"COX6A2","Q02221","ENSG00000156885",1339,"Cytochrome c oxidase subunit 6A2, mitochondrial",0.170618962431201,3
"COX6B1","P14854","ENSG00000126267",1340,"Cytochrome c oxidase subunit 6B1",0.127208643457711,3
"COX6B2","Q6YFQ2","ENSG00000160471",125965,"Cytochrome c oxidase subunit 6B2",0.00295812429638393,3
"COX6C","P09669","ENSG00000164919",1345,"Cytochrome c oxidase subunit 6C",0.376913706820164,2
"COX7A1","P24310","ENSG00000161281",1346,"Cytochrome c oxidase subunit 7A1, mitochondrial",-0.238195509487506,3
"COX7A2","P14406","ENSG00000112695",1347,"Cytochrome c oxidase subunit 7A2, mitochondrial",0.372524705735053,3
"COX7A2L","O14548","ENSG00000115944",9167,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",-0.0450946224605703,3
"COX7B","P24311","ENSG00000131174",1349,"Cytochrome c oxidase subunit 7B, mitochondrial",-0.128502646106908,2
"COX7C","P15954","ENSG00000127184",1350,"Cytochrome c oxidase subunit 7C, mitochondrial",-0.317653061782804,3
"COX8A","P10176","ENSG00000176340",1351,"Cytochrome c oxidase subunit 8A, mitochondrial",0.637879773704628,3
"COX8C","Q7Z4L0","ENSG00000277018",341947,"Cytochrome c oxidase subunit 8C, mitochondrial",-0.786552372240178,3
"CP","P00450","ENSG00000047457",1356,"Ceruloplasmin",0.365278904253314,3
"CPA1","P15085","ENSG00000091704",1357,"Carboxypeptidase A1",0.0517502553720001,3
"CPA2","P48052","ENSG00000158516",1358,"Carboxypeptidase A2",0.09413100110915,3
"CPA3","P15088","ENSG00000163751",1359,"Mast cell carboxypeptidase A",0.0837511203145635,3
"CPA4","Q9UI42","ENSG00000128510",51200,"Carboxypeptidase A4",0.32345593578025,3
"CPA5","Q8WXQ8","ENSG00000158525",93979,"Carboxypeptidase A5",-0.392956758570884,3
"CPA6","Q8N4T0","ENSG00000165078",57094,"Carboxypeptidase A6",-0.14071425972928,3
"CPB1","P15086","ENSG00000153002",1360,"Carboxypeptidase B",0.042749165978522,2
"CPB2","Q96IY4","ENSG00000080618",1361,"Carboxypeptidase B2",0.0246544404020993,3
"CPD","O75976","ENSG00000108582",1362,"Carboxypeptidase D",0.0515382584387334,3
"CPE","P16870","ENSG00000109472",1363,"Carboxypeptidase E",-0.630201671306956,3
"CPEB2","Q7Z5Q1","ENSG00000137449",132864,"Cytoplasmic polyadenylation element-binding protein 2",-0.754409769942048,2
"CPEB3","Q8NE35","ENSG00000107864",22849,"Cytoplasmic polyadenylation element-binding protein 3",0.5293644502522,2
"CPEB4","Q17RY0","ENSG00000113742",80315,"Cytoplasmic polyadenylation element-binding protein 4",-0.348284818170553,2
"CPM","P14384","ENSG00000135678",1368,"Carboxypeptidase M",-0.15139932487881,3
"CPN1","P15169","ENSG00000120054",1369,"Carboxypeptidase N catalytic chain",-0.333699082348726,3
"CPNE1","Q99829","ENSG00000214078",8904,"Copine-1",-1.08255259344514,2
"CPNE3","O75131","ENSG00000085719",8895,"Copine-3",-0.880538794299428,2
"CPNE4","Q96A23","ENSG00000196353",131034,"Copine-4",0.4115325329415,2
"CPNE6","O95741","ENSG00000285221",9362,"Copine-6",-0.192578733260668,2
"CPNE7","Q9UBL6","ENSG00000178773",27132,"Copine-7",0.034792728984765,2
"CPO","Q8IVL8","ENSG00000144410",130749,"Carboxypeptidase O",0.332729854543037,3
"CPOX","P36551","ENSG00000080819",1371,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",-0.112057422920798,3
"CPQ","Q9Y646","ENSG00000104324",10404,"Carboxypeptidase Q",-0.553650427689653,3
"CPS1","P31327","ENSG00000021826",1373,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",-0.237820973593909,2
"CPSF1","Q10570","ENSG00000285049",29894,"Cleavage and polyadenylation specificity factor subunit 1",0.249308780978495,2
"CPSF2","Q9P2I0","ENSG00000165934",53981,"Cleavage and polyadenylation specificity factor subunit 2",0.146706270616785,3
"CPSF3","Q9UKF6","ENSG00000119203",51692,"Cleavage and polyadenylation specificity factor subunit 3",0.141767251922939,3
"CPT1A","P50416","ENSG00000110090",1374,"Carnitine O-palmitoyltransferase 1, liver isoform",-0.124204635296823,3
"CPT1B","Q92523","ENSG00000205560",1375,"Carnitine O-palmitoyltransferase 1, muscle isoform",0.0180758509004952,3
"CPT1C","Q8TCG5","ENSG00000169169",126129,"Carnitine O-palmitoyltransferase 1, brain isoform",-0.688288942421667,3
"CPT2","P23786","ENSG00000157184",1376,"Carnitine O-palmitoyltransferase 2, mitochondrial",-0.158531310209322,3
"CPVL","Q9H3G5","ENSG00000106066",54504,"Probable serine carboxypeptidase CPVL",0.352408263406714,3
"CPXM1","Q96SM3","ENSG00000088882",56265,"Probable carboxypeptidase X1",0.0308830276281655,3
"CPXM2","Q8N436","ENSG00000121898",119587,"Inactive carboxypeptidase-like protein X2",-0.223595308616346,3
"CPZ","Q66K79","ENSG00000109625",8532,"Carboxypeptidase Z",0.269680197105907,3
"CRABP1","P29762","ENSG00000166426",1381,"Cellular retinoic acid-binding protein 1",0.375414015921555,2
"CRABP2","P29373","ENSG00000143320",1382,"Cellular retinoic acid-binding protein 2",-0.527122034351519,2
"CRADD","P78560","ENSG00000169372",8738,"Death domain-containing protein CRADD",-1.09272608350552,3
"CRAT","P43155","ENSG00000095321",1384,"Carnitine O-acetyltransferase",0.107752944743946,3
"CRB1","P82279","ENSG00000134376",23418,"Protein crumbs homolog 1",0.103639018527348,3
"CRB2","Q5IJ48","ENSG00000148204",286204,"Protein crumbs homolog 2",0.107338294165337,3
"CRCP","O75575","ENSG00000241258",27297,"DNA-directed RNA polymerase III subunit RPC9",0.646795810937372,1
"CREB1","P16220","ENSG00000118260",1385,"Cyclic AMP-responsive element-binding protein 1",-0.626006974282178,2
"CREB5","Q02930","ENSG00000146592",9586,"Cyclic AMP-responsive element-binding protein 5",0.632438810660537,2
"CREBBP","Q92793","ENSG00000005339",1387,"CREB-binding protein",1.42451318812012,2
"CREBZF","Q9NS37","ENSG00000137504",58487,"CREB/ATF bZIP transcription factor",0.127259884018096,1
"CREM","Q03060","ENSG00000095794",1390,"cAMP-responsive element modulator",-0.196735291734722,2
"CRH","P06850","ENSG00000147571",1392,"Corticoliberin",-0.487103152496353,2
"CRHBP","P24387","ENSG00000145708",1393,"Corticotropin-releasing factor-binding protein",0.613432504068971,2
"CRHR1","P34998","ENSG00000276191",1394,"Corticotropin-releasing factor receptor 1",-0.341576425725407,3
"CRHR2","Q13324","ENSG00000106113",1395,"Corticotropin-releasing factor receptor 2",-0.00271529083627501,3
"CRIM1","Q9NZV1","ENSG00000150938",51232,"Cysteine-rich motor neuron 1 protein",0.0632906366843073,3
"CRIP1","P50238","ENSG00000213145",1396,"Cysteine-rich protein 1",-0.116585619576056,2
"CRIP2","P52943","ENSG00000182809",1397,"Cysteine-rich protein 2",-0.715602719294324,2
"CRIP3","Q6Q6R5","ENSG00000146215",401262,"Cysteine-rich protein 3",0.136687339386399,2
"CRLF1","O75462","ENSG00000006016",9244,"Cytokine receptor-like factor 1",-0.377078875081956,3
"CRLF2","Q9HC73","ENSG00000205755",64109,"Cytokine receptor-like factor 2",-0.215684486401114,3
"CRMP1","Q14194","ENSG00000072832",1400,"Dihydropyrimidinase-related protein 1",-0.17565948017409,2
"CROT","Q9UKG9","ENSG00000005469",54677,"Peroxisomal carnitine O-octanoyltransferase",-0.102426105569658,2
"CRP","P02741","ENSG00000132693",1401,"C-reactive protein",0.0292546983928826,3
"CRTAC1","Q9NQ79","ENSG00000095713",55118,"Cartilage acidic protein 1",0.123867849939848,3
"CRX","O43186","ENSG00000105392",1406,"Cone-rod homeobox protein",1.54794984701762,2
"CRY1","Q16526","ENSG00000008405",1407,"Cryptochrome-1",0.779850597254571,2
"CRY2","Q49AN0","ENSG00000121671",1408,"Cryptochrome-2",0.12236729036624,2
"CRYAA","P02489","ENSG00000160202",1409,"Alpha-crystallin A chain",-0.170422554741949,2
"CRYAB","P02511","ENSG00000109846",1410,"Alpha-crystallin B chain",-0.0669857782145533,1
"CRYL1","Q9Y2S2","ENSG00000165475",51084,"Lambda-crystallin homolog",-0.439743246712916,3
"CRYM","Q14894","ENSG00000103316",1428,"Ketimine reductase mu-crystallin",-0.234703313160756,2
"CRYZ","Q08257","ENSG00000116791",1429,"Quinone oxidoreductase",0.217486414347746,3
"CRYZL1","O95825","ENSG00000205758",9946,"Quinone oxidoreductase-like protein 1",-0.910724691552329,2
"CS","O75390","ENSG00000062485",1431,"Citrate synthase, mitochondrial",1.7112512649145,1
"CSAD","Q9Y600","ENSG00000139631",51380,"Cysteine sulfinic acid decarboxylase",0.70989686539939,2
"CSDC2","Q9Y534","ENSG00000172346",27254,"Cold shock domain-containing protein C2",0.562749288224294,2
"CSF1R","P07333","ENSG00000182578",1436,"Macrophage colony-stimulating factor 1 receptor",-0.557793943976419,3
"CSF2RA","P15509","ENSG00000198223",1438,"Granulocyte-macrophage colony-stimulating factor receptor subunit alpha",-0.907284588664312,2
"CSF2RB","P32927","ENSG00000100368",1439,"Cytokine receptor common subunit beta",-0.457475374184578,3
"CSF3R","Q99062","ENSG00000119535",1441,"Granulocyte colony-stimulating factor receptor",-0.167122875686166,3
"CSGALNACT1","Q8TDX6","ENSG00000147408",55790,"Chondroitin sulfate N-acetylgalactosaminyltransferase 1",0.816670886858233,2
"CSGALNACT2","Q8N6G5","ENSG00000169826",55454,"Chondroitin sulfate N-acetylgalactosaminyltransferase 2",0.609718508092307,3
"CSK","P41240","ENSG00000103653",1445,"Tyrosine-protein kinase CSK",0.154048920791137,3
"CSNK1A1","P48729","ENSG00000113712",1452,"Casein kinase I isoform alpha",-0.823510622635294,1
"CSNK1A1L","Q8N752","ENSG00000180138",122011,"Casein kinase I isoform alpha-like",-0.662082920773412,1
"CSNK1D","P48730","ENSG00000141551",1453,"Casein kinase I isoform delta",0.0222357399270169,3
"CSNK1E","P49674","ENSG00000213923",1454,"Casein kinase I isoform epsilon",-0.0212227269949787,3
"CSNK1G2","P78368","ENSG00000133275",1455,"Casein kinase I isoform gamma-2",0.09520720205323,2
"CSNK1G3","Q9Y6M4","ENSG00000151292",1456,"Casein kinase I isoform gamma-3",0.322907270499999,3
"CSNK2A1","P68400","ENSG00000101266",1457,"Casein kinase II subunit alpha",0.415858252680771,2
"CSNK2A2","P19784","ENSG00000070770",1459,"Casein kinase II subunit alpha'",-0.177967569590182,3
"CSNK2B","P67870","ENSG00000230700",1460,"Casein kinase II subunit beta",-0.0947136667603407,1
"CSRP1","P21291","ENSG00000159176",1465,"Cysteine and glycine-rich protein 1",-0.332370513013412,2
"CSRP2","Q16527","ENSG00000175183",1466,"Cysteine and glycine-rich protein 2",0.0597597880299843,2
"KAT14","Q9H8E8","ENSG00000149474",57325,"Cysteine-rich protein 2-binding protein",-0.351636474301732,2
"CSRP3","P50461","ENSG00000129170",8048,"Cysteine and glycine-rich protein 3",0.094074875290167,2
"CST1","P01037","ENSG00000170373",1469,"Cystatin-SN",-0.286126257629907,2
"CST2","P09228","ENSG00000170369",1470,"Cystatin-SA",-0.37658296843026,2
"CST3","P01034","ENSG00000101439",1471,"Cystatin-C",-0.324585602163893,2
"CST4","P01036","ENSG00000101441",1472,"Cystatin-S",-0.88937341738622,2
"CST5","P28325","ENSG00000170367",1473,"Cystatin-D",-0.158641536432122,2
"CST6","Q15828","ENSG00000175315",1474,"Cystatin-M",0.286318991023412,2
"CST7","O76096","ENSG00000077984",8530,"Cystatin-F",-0.125310693322964,2
"CST8","O60676","ENSG00000125815",10047,"Cystatin-8",-0.385352230852005,2
"CSTA","P01040","ENSG00000121552",1475,"Cystatin-A",-1.05286523412218,2
"CSTB","P04080","ENSG00000160213",1476,"Cystatin-B",-0.163753549052241,2
"CSTF2","P33240","ENSG00000101811",1478,"Cleavage stimulation factor subunit 2",0.034030281329144,2
"CSTF2T","Q9H0L4","ENSG00000177613",23283,"Cleavage stimulation factor subunit 2 tau variant",0.0884623473119557,2
"CTBS","Q01459","ENSG00000117151",1486,"Di-N-acetylchitobiase",-0.536934379674066,2
"CTCF","P49711","ENSG00000102974",10664,"Transcriptional repressor CTCF",0.177766441625742,3
"CTCFL","Q8NI51","ENSG00000124092",140690,"Transcriptional repressor CTCFL",0.0783254984531306,3
"CTDP1","Q9Y5B0","ENSG00000060069",9150,"RNA polymerase II subunit A C-terminal domain phosphatase",0.264832250839901,3
"CTDSP1","Q9GZU7","ENSG00000144579",58190,"Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1",0.313931340079498,2
"CTDSP2","O14595","ENSG00000175215",10106,"Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2",-0.40668930311217,2
"CTDSPL","O15194","ENSG00000144677",10217,"CTD small phosphatase-like protein",0.379380607822077,2
"CCN2","P29279","ENSG00000118523",1490,"CCN family member 2",-0.546970986992021,1
"CTH","P32929","ENSG00000116761",1491,"Cystathionine gamma-lyase",0.425106251584689,2
"CTNNA1","P35221","ENSG00000044115",1495,"Catenin alpha-1",0.362331081733837,2
"CTNNA2","P26232","ENSG00000066032",1496,"Catenin alpha-2",0.376372296112438,2
"CTNNA3","Q9UI47","ENSG00000183230",29119,"Catenin alpha-3",0.203103556706369,2
"CTNNAL1","Q9UBT7","ENSG00000119326",8727,"Alpha-catulin",0.0807329816069011,2
"CTNNB1","P35222","ENSG00000168036",1499,"Catenin beta-1",0.470872040296562,2
"CTNND1","O60716","ENSG00000198561",1500,"Catenin delta-1",-0.460843043872457,1
"CTNND2","Q9UQB3","ENSG00000169862",1501,"Catenin delta-2",-0.690978377694901,1
"CTPS1","P17812","ENSG00000171793",1503,"CTP synthase 1",0.417740570915536,2
"CTPS2","Q9NRF8","ENSG00000047230",56474,"CTP synthase 2",-0.044198691988448,2
"CTRC","Q99895","ENSG00000162438",11330,"Chymotrypsin-C",0.022004665568189,3
"CTRL","P40313","ENSG00000141086",1506,"Chymotrypsin-like protease CTRL-1",-0.0742884469426264,3
"CTSA","P10619","ENSG00000064601",5476,"Lysosomal protective protein",0.814336438457745,3
"CTSB","P07858","ENSG00000285132",1508,"Cathepsin B",0.0943010962864763,3
"CTSC","P53634","ENSG00000109861",1075,"Dipeptidyl peptidase 1",-0.085242112107745,3
"CTSE","P14091","ENSG00000196188",1510,"Cathepsin E",0.000790682310095011,3
"CTSF","Q9UBX1","ENSG00000174080",8722,"Cathepsin F",-0.313916099321242,3
"CTSG","P08311","ENSG00000100448",1511,"Cathepsin G",-0.0557353433942613,3
"CTSH","P09668","ENSG00000103811",1512,"Pro-cathepsin H",-0.11908323309004,2
"CTSK","P43235","ENSG00000143387",1513,"Cathepsin K",0.182956215880077,3
"CTSL","P07711","ENSG00000135047",1514,"Procathepsin L",0.333967788556454,3
"CTSO","P43234","ENSG00000263238",1519,"Cathepsin O",0.200334860842653,3
"CTSS","P25774","ENSG00000163131",1520,"Cathepsin S",0.0681877895748529,3
